               point_id                    MH0                    MA0                   MHch                   lamL                   lam2                    rat                 s_jbar                 con_tt                 con_hh                 con_zz                 con_ww                 con_bb               con_tata                 con_cc                 con_ss               con_mumu                 con_gg                 con_aa                 sigmav                 br_inv                  br_ll               gce_chi2                 gce_ll              jbar_chi2                jbar_ll                sigmaSI                 lux_ll                 lux_pv                r_xenon              ll_dSph16           ll_dSph16all     ll_dSph_tucana_III      ll_dSph_tucana_IV   ll_dSph_reticulum_II                omegah2             omegah2tot                  dm_ll                dm_chi2                delta_S                delta_T                delta_U              delta_rho           ll_unitarity      ll_perturbativity        ll_vevstability                chi2_ST                  ll_ST                  pv_ST               chi2_rho                 ll_rho 
            40000000016          615.069148488          682.078167239          615.866484662       -0.0021965021817      0.000141023526197         0.890467338033         -1.26936238422               9.24e-06               5.63e-05                   0.46                  0.494                    0.0                    0.0                    0.0                    0.0                    0.0               3.64e-08                    0.0               5.48e-26                    0.0                   -0.0          92.8239747299         -48.2710943461          8.88945047299         -4.93670481867             4.5145e-13         -1.08580375224          0.99927551673  0.0007124758768465671         -22.2800942885         -32.2789724897         -5.18158373143         -4.81729446985         -7.46791793615                  0.122         0.137006709611          2.59186623365          1.55901141046             0.00268554            -0.00098934           -2.03353e-05           -0.000158168                    0.0                    0.0                    0.0          3.53439620031          3.16684387574         0.170810914037          2.54327768346          5.76700002855 
            40000000017          474.226302633           474.30097483          474.471165927     -1.28336099657e-05       0.00165471985385         0.887907759311         0.204022782021                    0.0                    0.0                  0.438                  0.521                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                8.7e-26                    0.0                   -0.0          130.027631413         -67.5948881429         0.229647116237        -0.606803140297             2.5905e-17         -1.08628706684         0.999999946463  5.285588036669505e-08         -22.6255485311         -31.9702997029          -4.8579363615         -4.48681481029         -7.08995668125                 0.0946         0.106542598607          2.83695676769          1.57180035798           -8.55667e-05           -4.89618e-05           -2.58271e-05           -0.000150818                    0.0                    0.0                    0.0           3.2406761667          3.31370389254         0.197831804138          2.47673852346          5.80026960855 
            40000000018          496.280712861          496.617959041           496.30773462      1.09927099803e-05         0.267528658453         0.751834181157        -0.371762259982                    0.0                    0.0                  0.438                   0.52                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.97e-26                    0.0                   -0.0          99.7341861515         -51.8090099317         0.762490197702        -0.873224681029             1.7355e-17         -1.08628708321         0.999999970953 2.8705978497068155e-08         -22.3662386396         -32.2039352561         -5.08625063617         -4.75144598031         -7.39106019664                  0.103         0.136998293748          2.59259876953          1.55766919577           -3.77004e-05           -4.98537e-05           -2.38553e-05           -0.000150825                    0.0                    0.0                    0.0          3.24392478828          3.31207958175          0.19751072464          2.47680147449          5.80023813303 
            40000000019          546.618456644          554.787182761          546.636969811      8.47815538923e-07       0.00959661285255         0.831622584472         0.968144074373                    0.0                    0.0                  0.441                  0.515                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.64e-26                    0.0                   -0.0          149.550057916         -77.6618585796          5.17110848589         -3.07753382512              8.513e-20         -1.08628710253         0.999999999857  1.415405567593414e-10         -22.3447359561         -32.2423247013         -5.12465802808         -4.77293071721         -7.41765586688                  0.114         0.137081414248          2.58535489489          1.57094385994            0.000349194           -5.23927e-05           -2.03461e-05           -0.000150845                    0.0                    0.0                    0.0          3.26979778785          3.29914308197         0.194972083165          2.47698133898          5.80014820079 
            40000000020          486.154229566           490.62711093           486.30476409       -9.825603012e-07      0.000287107672657         0.882821256986        -0.796205698028                    0.0                    0.0                   0.44                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               8.32e-26                    0.0                   -0.0          98.8474642138         -51.3619412107          3.49747185476         -2.24071550956              1.445e-19         -1.08628710243          0.99999999971 2.8625275048272277e-10         -22.5689913675          -32.061696405         -4.92841928136         -4.56428575609         -7.17200912042                  0.094         0.106476819918          2.82883403405          1.58928099323            0.000163325           -6.12976e-05            -2.4958e-05           -0.000150914                    0.0                    0.0                    0.0          3.25843485814          3.30482454682         0.196082962927           2.4776019216          5.79983790948 
            40000000021          470.557690742          470.808133198          470.596486647       0.00123825906764         0.260472621408         0.681490828583          1.08922109335               5.11e-06               1.95e-05                  0.439                  0.521                    0.0                    0.0                    0.0                    0.0                    0.0               1.24e-08                    0.0               8.84e-26                    0.0                   -0.0          155.604302034         -81.0754906496          6.54539336518         -3.76467626477              2.449e-13         -1.08602567047         0.999608649493 0.00038638366060182776         -22.3487955391         -32.1197973381         -5.03287301003         -4.73812878894          -7.3617014239                 0.0933         0.136905730916          2.60064224503          1.54293400052           -5.56757e-05           -4.98506e-05           -2.62436e-05           -0.000150825                    0.0                    0.0                    0.0          3.24274014619           3.3126719028         0.197627749054          2.47680147449          5.80023813303 
            40000000022          532.817833338           641.14542734          532.834636882        0.0658645860307         0.012514322944         0.647749936988        0.0710072780764                0.00985                 0.0438                  0.453                  0.455               3.33e-06               5.02e-07               1.35e-07                    0.0                    0.0               2.98e-05                2.9e-08               8.08e-26                    0.0                   -0.0          101.332725013         -52.6342244962        0.0278169427066        -0.505888053532             5.4075e-10         -1.09591430592         0.482155365346     0.7184121784952551         -22.2189918964         -32.2386769543         -5.18366171879         -4.83602333913         -7.48109634004                  0.088         0.135854895501          2.69019843918          1.37923205658             0.00506625           -8.20172e-05           -2.41496e-05           -0.000151076                    0.0                    0.0                    0.0          3.60186888664          3.13310753257         0.165144497925          2.47905924715           5.7991092467 
            40000000023          533.954602823          570.057472521          533.969094386       0.00130779259066        0.0801738850249         0.721460466969         0.796328368181               4.38e-06               2.06e-05                  0.453                  0.504                    0.0                    0.0                    0.0                    0.0                    0.0               1.33e-08                    0.0               7.11e-26                    0.0                   -0.0          126.388410373         -65.5813264456          3.49854963769         -2.24125440102              2.123e-13         -1.08607517276          0.99968270432 0.00031347822741442075          -22.250799871         -32.2557549803         -5.18007348327         -4.82488162603         -7.47254412264                 0.0988         0.136944440511          2.59728147216          1.54909013351             0.00168667           -5.90186e-05           -2.20637e-05           -0.000150897                    0.0                    0.0                    0.0          3.36060960556          3.25373717311          0.18631717739          2.47744901722          5.79991436167 
            40000000024          560.789326253          561.360333463          560.806201623      3.68370287822e-06        0.0020988101454         0.963877401363      0.000351082180287                    0.0                    0.0                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.28e-26                    0.0                   -0.0          111.758604034         -57.9929066779       6.8001930059e-07        -0.491979922188              1.527e-18         -1.08628710069         0.999999997094 2.8676345230898213e-09         -22.4615413279          -32.215261149         -5.05406742839         -4.69965239271         -7.33748106882                   0.13         0.134871924392          2.77093232835            1.232287781           -3.15272e-06           -4.98709e-05            -1.9239e-05           -0.000150825                    0.0                    0.0                    0.0          3.24620407177          3.31093994001         0.197285761386          2.47680147449          5.80023813303 
            40000000025           483.50457595          591.610768035          483.574022868      0.000243085916267         0.138534287726         0.718430833888          1.26081569772               1.72e-07               6.87e-07                  0.484                  0.478                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               9.12e-26                    0.0                   -0.0          183.429421047         -95.7107278749          8.77014715313         -4.87705315874              8.941e-15         -1.08627729583         0.999985330226  1.448952908498088e-05         -22.4003224226         -32.1344413343         -5.02404116369         -4.71007774803         -7.33260608158                  0.077         0.107178027958          2.91243270551          1.40895573743             0.00553765            -0.00018282           -2.95417e-05           -0.000151864                    0.0                    0.0                    0.0          3.64813828714          3.10997283232         0.161367784479          2.48615407752          5.79556183152 
            40000000026          540.218113273          542.283131555          540.328639527      8.37153467437e-06           1.1725506707         0.881760408875        -0.216488711175                    0.0                    0.0                  0.438                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.76e-26                    0.0                   -0.0          104.235983101         -54.1167681681         0.258567642423         -0.62126340339              8.498e-18         -1.08628709237         0.999999984652  1.515831461674105e-08         -22.4173083474         -32.2184782425         -5.07400987388         -4.72716002126          -7.3665206344                  0.119         0.134957295431          2.76404110338          1.24480467427            5.30419e-05           -5.35534e-05           -2.05839e-05           -0.000150854                    0.0                    0.0                    0.0          3.25030882761          3.30888756208         0.196881271671          2.47706228013          5.80010773021 
            40000000027          603.109392281          654.593715859          603.376829353     -8.89524673532e-06       0.00378703656587         0.902465832081        -0.566164889009                    0.0                    0.0                  0.455                  0.499                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.64e-26                    0.0                   -0.0           96.819577485         -50.3074268206          1.76843675021         -1.37619795728             7.7005e-18         -1.08628709409         0.999999987227 1.2572967820731885e-08         -22.3126175654         -32.2711855295         -5.15982818635         -4.79873977781          -7.4468262949                  0.122         0.135185173403          2.74553301223          1.27844666625              0.0021338           -0.000293595           -1.87409e-05            -0.00015273                    0.0                    0.0                    0.0          3.41736118894          3.22536138142         0.181104585441          2.49396288082          5.79165742987 
            40000000028           540.25648258          546.694567375          540.578664664     -2.34457141836e-06       0.00073794920835         0.826047399961         0.889252798734                    0.0                    0.0                   0.44                  0.516                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.79e-26                    0.0                   -0.0          144.958610746         -75.2613344123          4.36268791809         -2.67332354122             6.6645e-19         -1.08628710187         0.999999998872 1.1135899745427905e-09         -22.3528799183         -32.2375796168         -5.11739670747         -4.76730299104         -7.41185415165                  0.112         0.135585439777          2.71262856211          1.33834256639            0.000240644           -8.48128e-05           -2.08084e-05           -0.000151098                    0.0                    0.0                    0.0          3.26609856836          3.30099269171         0.195333039141           2.4792571886          5.79901027597 
            40000000029          509.264242649          509.390662087          509.838143811     -1.16985423683e-06      1.84359411228e-06          0.99147861715         -0.60474747933                    0.0                    0.0                  0.437                   0.52                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.58e-26                    0.0                   -0.0          104.048461518         -54.0230785798          2.01767772477         -1.50081844456             1.8665e-19         -1.08628710236         0.999999999598 3.9710238218226697e-10         -22.6456176889         -32.1243009243          -4.9445461863         -4.53413704912         -7.16161930533                  0.107         0.107919624437          2.99383167183          1.23236687013           -9.79402e-05           -4.51285e-05           -2.26704e-05           -0.000150788                    0.0                    0.0                    0.0           3.2394495651          3.31431719334         0.197953171755           2.4764687424          5.80040449908 
            40000000030          498.524591004          508.573313077          498.659607825       0.00860337996438         0.382630294498         0.685709539841         0.658923102369               0.000219               0.000912                  0.442                  0.515               7.59e-08               1.13e-08                    0.0                    0.0                    0.0               5.89e-07                    0.0                  8e-26                    0.0                   -0.0          122.304370331         -63.4722792427          2.39537291602         -1.68966604019             1.0535e-11         -1.07601780081         0.984115783274   0.015824179427527122         -22.2759379985         -32.2375314125         -5.15405420898          -4.8075392051          -7.4509546746                 0.0936         0.136500944732          2.63552582712          1.47908895187            0.000451872           -7.35529e-05           -2.41252e-05            -0.00015101                    0.0                    0.0                    0.0          3.27891983972          3.29458205603         0.194084835355           2.4784654702          5.79940613517 
            40000000031          526.065101706          528.219305946          526.446694604     -7.57755731957e-05        0.0994294068048         0.821730768841         0.859828354438               1.55e-08               7.15e-08                  0.438                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.13e-26                    0.0                   -0.0          146.616479469         -76.1344734436          4.07875097949         -2.53135507192             7.3415e-16         -1.08628625489         0.999998731669  1.253197295193913e-06         -22.3808280971         -32.2243486558         -5.09398367347         -4.74953688524         -7.39198238573                  0.111         0.135080739591          2.75403549211           1.2629873519            2.81793e-05           -6.17566e-05           -2.15694e-05           -0.000150918                    0.0                    0.0                    0.0          3.24955138468          3.30926628355         0.196955848955          2.47763789979          5.79981992038 
            40000000032          521.923010972          524.916208125          522.661923086      5.39267580401e-06         0.123190558944         0.991257158838        -0.181954049994                    0.0                    0.0                  0.439                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.24e-26                    0.0                   -0.0          113.539016884          -58.919490957         0.182653130129        -0.583306147243             3.7775e-18         -1.08628709733         0.999999992066  7.840188167701366e-09         -22.6037799821         -32.1493290808         -4.96952017051         -4.57602892818         -7.20012776657                  0.107         0.107943734929          2.99636005257          1.22686333543            3.33745e-05           -7.93838e-05           -2.19251e-05           -0.000151056                    0.0                    0.0                    0.0          3.25179396799           3.3081449919         0.196735127775          2.47887930723          5.79919921666 
            40000000033          566.317576874          566.393307271          566.591918159      2.67336160073e-06         0.647426670653         0.987602325615         0.582454469357                    0.0                    0.0                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.16e-26                    0.0                   -0.0          139.944790738         -72.6301900285          1.87166289152         -1.42781102794              7.887e-19         -1.08628710161         0.999999998477  1.502638742615669e-09         -22.4752094555           -32.21282928         -5.04724861809         -4.69037120635           -7.328994726                  0.132         0.133657036417          2.86641724754          1.05941500389            -4.7402e-05           -4.87334e-05           -1.88687e-05           -0.000150816                    0.0                    0.0                    0.0          3.24316499484          3.31245947847         0.197585772571           2.4767205376          5.80027860148 
            40000000034          488.905405753          489.513355894          488.948690446     -4.14301241803e-05        0.0480686393158         0.740792890676        -0.019749505917                    0.0               2.17e-08                  0.438                   0.52                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                8.2e-26                    0.0                   -0.0          105.875907933         -54.9825937243       0.00215187052057        -0.493055517439               2.54e-16         -1.08628681847         0.999999574932  4.199434262030078e-07         -22.3733955034         -32.1720207734         -5.05930691892         -4.73931835105         -7.37221301181                 0.0999         0.134855505847          2.77225497306          1.22988597507           -2.83997e-05           -5.01398e-05           -2.45131e-05           -0.000150827                    0.0                    0.0                    0.0          3.24456853552          3.31175770813         0.197447161379          2.47681946064          5.80022913995 
            40000000035          545.103139232          549.939000213          545.163678622      7.83301907444e-07      6.74278482461e-06         0.870575697801       0.00451509918858                    0.0                    0.0                  0.439                  0.516                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.66e-26                    0.0                   -0.0          108.215069214         -56.1663698151      0.000112470404364        -0.492035817381              7.307e-20         -1.08628710254         0.999999999871 1.2753295265462218e-10         -22.3943123856         -32.2285983875         -5.09024840116         -4.74403760071          -7.3864799213                  0.117         0.134393827321          2.80909010634          1.16307446613            0.000189086           -5.48553e-05           -2.03536e-05           -0.000150864                    0.0                    0.0                    0.0          3.25944482622          3.30431956278         0.195983969157          2.47715221629          5.80006276213 
            40000000036          562.636972815          748.775212936          562.647968384      2.17944757593e-05      4.08402889108e-06         0.756451405892         -0.58133749042                    0.0                    0.0                  0.498                  0.461                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                  7e-26                    0.0                   -0.0          95.8865206114         -49.8327603262          1.86449116035         -1.42422516235             5.3105e-17         -1.08628704979          0.99999992094   7.80075693098309e-08         -22.2724525026         -32.2579145571         -5.17056537651          -4.8148966779         -7.46211721645                    0.1         0.132196198224          2.97452735031         0.865174638448             0.00814327           -8.58538e-05           -2.32937e-05           -0.000151106                    0.0                    0.0                    0.0          3.83332621111          3.01737887033         0.147096991221          2.47932916927          5.79897428564 
            40000000037          551.234230277          642.235797963          551.286790949       0.00216556412464          1.58496322188         0.744477736074       -0.0953361062499               1.09e-05               5.43e-05                  0.472                  0.486                    0.0                    0.0                    0.0                    0.0                    0.0                3.5e-08                    0.0               6.93e-26                    0.0                   -0.0          100.730313952         -52.3146521563        0.0501439436122        -0.517051553985              5.462e-13         -1.08574253232         0.999183778987  0.0008061290481738744         -22.2592848956         -32.2585849502         -5.17778350067          -4.8215165539         -7.46945255566                    0.1           0.1343223513          2.81473065109           1.1528573397              0.0041282           -0.000134674           -2.24365e-05           -0.000151488                    0.0                    0.0                    0.0          3.54004346131          3.16402024524         0.170329287419           2.4827674624          5.79725513908 
            40000000038           548.95932973          558.850874806          549.241013192     -3.80037121568e-05      0.000247373566139          0.83803234101         0.638857055547                    0.0               1.77e-08                  0.441                  0.514                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                6.6e-26                    0.0                   -0.0          129.026860404         -66.9477871768          2.25170274231         -1.61783095333              1.696e-16         -1.08628691111         0.999999713429  2.829449516450701e-07         -22.3475890765         -32.2424033561         -5.12336853237         -4.77144574717         -7.41624811282                  0.113         0.134839664856          2.77353027172          1.22757032438            0.000404175           -9.79347e-05           -2.03832e-05           -0.000151201                    0.0                    0.0                    0.0          3.27838663599           3.2948486579         0.194136585633           2.4801840196          5.79854686048 
