               point_id                    MH0                    MA0                   MHch                   lamL                   lam2                    rat                 s_jbar                 con_tt                 con_hh                 con_zz                 con_ww                 con_bb               con_tata                 con_cc                 con_ss               con_mumu                 con_gg                 con_aa                 sigmav                 br_inv                  br_ll               gce_chi2                 gce_ll              jbar_chi2                jbar_ll                sigmaSI                 lux_ll                 lux_pv                r_xenon              ll_dSph16           ll_dSph16all     ll_dSph_tucana_III      ll_dSph_tucana_IV   ll_dSph_reticulum_II                omegah2             omegah2tot                  dm_ll                dm_chi2                delta_S                delta_T                delta_U              delta_rho           ll_unitarity      ll_perturbativity        ll_vevstability                chi2_ST                  ll_ST                  pv_ST               chi2_rho                 ll_rho 
            50000000011          542.001341255          542.082595807          542.027570898      2.62367572118e-05      5.56588577068e-05         0.998374630468         -1.06215934538                    0.0                    0.0                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.71e-26                    0.0                   -0.0          96.2840215371         -50.0359567753          6.22419248526         -3.60407582481              8.292e-17         -1.08628698966         0.999999830979 1.6691916441790615e-07          -22.555108398         -32.1824923386         -5.00218807728         -4.62519586337         -7.25879796494                  0.122          0.12219861791          3.46806234421        0.0353835159063           -3.26602e-05             -4.973e-05           -2.04014e-05           -0.000150824                    0.0                    0.0                    0.0          3.24424363005          3.31192016086         0.197479239815          2.47679248144          5.80024262956 
            50000000012          581.228543427          607.966791978          581.241536198       0.00163503321577       0.00104054586252         0.998403232523        -0.837190276616               5.86e-06               3.22e-05                  0.447                  0.507                    0.0                    0.0                    0.0                    0.0                    0.0               2.08e-08                    0.0               5.97e-26                    0.0                   -0.0          96.8904223741         -50.3445446763           3.8668027346         -2.42538094948              2.801e-13         -1.08593138049         0.999467087376  0.0005255130249263389         -22.4598499448         -32.2262615893         -5.06177649762         -4.70463514689         -7.34392939463                  0.118         0.118188719904          3.50863678472         0.020964771844             0.00115311             -5.589e-05           -1.87211e-05           -0.000150872                    0.0                    0.0                    0.0          3.32403101185          3.27202646997         0.189756139799           2.4772241664          5.80002678708 
            50000000013          614.154186116          660.878871801           614.16638525       0.00012655336722        0.0015728610538         0.998497357337        -0.637386607944               3.12e-08               1.89e-07                  0.453                    0.5                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.43e-26                    0.0                   -0.0          97.5811417875         -50.6962606584          2.24134925112         -1.61265420774              1.503e-15         -1.08628529218          0.99999729044 2.6639514810703307e-06         -22.3903109892         -32.2630194491         -5.11692765113         -4.75578080869         -7.40425218271                  0.128         0.128192627711          3.22863573681         0.418464130557              0.0019238           -5.98523e-05           -1.73938e-05           -0.000150903                    0.0                    0.0                    0.0          3.37693179527          3.24557607825         0.184802813072          2.47750298293          5.79988737881 
            50000000014          571.491670096          578.267627254          571.504329291      0.000499288540892      9.15248080747e-05         0.998524360642         0.551489279524               5.73e-07               3.05e-06                  0.439                  0.515                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.08e-26                    0.0                   -0.0          138.120152332          -71.676370011          1.67794536116         -1.33095226276             2.7015e-14         -1.08625217038         0.999947721655 5.1562719811252296e-05         -22.4766083495         -32.2150506188         -5.04806798617         -4.69037428314         -7.32930931579                  0.126         0.126186205331          3.32955703588         0.248172333509             0.00027858           -5.12298e-05           -1.87812e-05           -0.000150836                    0.0                    0.0                    0.0          3.26498439664          3.30154977757         0.195441886731          2.47690039915           5.8001886707 
            50000000015          534.443013979          538.402728059           534.47054018      0.000486726952109      1.59180064662e-06         0.998582818908        -0.213174614902               6.21e-07               2.94e-06                  0.439                  0.517                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.92e-26                    0.0                   -0.0          111.173846957         -57.6950334623         0.250711722061        -0.617335443209              2.935e-14         -1.08624655939         0.999939332085  5.992944487220423e-05         -22.5778267673         -32.1693449719         -4.98721471561         -4.60430348896         -7.23225209994                  0.114         0.114161787927          3.42746242536         0.252645557539            0.000150855           -5.16329e-05           -2.10386e-05           -0.000150839                    0.0                    0.0                    0.0          3.25656655793          3.30575869692         0.196266219428          2.47692737895           5.8001751808 
            50000000016          553.647396841          555.629120985          553.685021869      2.96884401573e-05         0.034470784367         0.998723788871        -0.471057310386                    0.0               1.09e-08                  0.438                  0.517                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.45e-26                    0.0                   -0.0          102.980364989         -53.4696307072          1.22419657976         -1.10407787206              1.018e-16         -1.08628696677         0.999999796713 2.0066801540374403e-07         -22.5244558224         -32.1968287501         -5.02088431599         -4.65148861172         -7.28819423806                  0.125         0.125159730241          3.37350965094         0.176602848692            5.83704e-05           -5.10076e-05           -1.97144e-05           -0.000150834                    0.0                    0.0                    0.0          3.25038631977          3.30884881601         0.196873643441           2.4768824127          5.80019766393 
            50000000017          552.048749728          552.059468139          552.075839445      6.04176660719e-06       0.00114306250641         0.998798625092         -1.07377728213                    0.0                    0.0                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.47e-26                    0.0                   -0.0          95.8580669332         -49.8178908431          6.36109802968         -3.67252859702              4.239e-18         -1.08628709695          0.99999999151  8.380979863621139e-09         -22.5274502819         -32.1953749315          -5.0190442418         -4.64888040779         -7.28544502089                  0.127         0.127152758133          3.28333615381         0.325353002728            -3.2616e-05           -4.96964e-05           -1.97547e-05           -0.000150824                    0.0                    0.0                    0.0          3.24424292685          3.31192051246         0.197479309249          2.47679248144          5.80024262956 
            50000000018          556.626456457          556.732713006          556.649933755      1.82642016224e-05      0.000370398732061         0.998824947725         -1.23296754445                    0.0                    0.0                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.37e-26                    0.0                   -0.0          94.7111087017         -49.2322765403          8.38700602964           -4.685482597             3.8105e-17         -1.08628705204           0.9999999243  7.471407194176622e-08         -22.5152222113         -32.2008108318         -5.02626604871         -4.65932257178         -7.29638995767                  0.129          0.12915176007          3.17383648667         0.513154409104           -2.63558e-05           -4.97389e-05           -1.94758e-05           -0.000150824                    0.0                    0.0                    0.0          3.24466010306          3.31171192436          0.19743812171          2.47679248144          5.80024262956 
            50000000019          593.726524893           610.07880778          593.738284639      0.000341256823159      0.000509510715261         0.998895733942        0.0550279973274               2.47e-07               1.41e-06                  0.443                  0.511                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.68e-26                    0.0                   -0.0          111.497994303         -57.8532097579        0.0167059462878        -0.500332555322             1.1695e-14         -1.08627253216         0.999978194074 2.1486113365175256e-05         -22.4266787669         -32.2431868006         -5.08618897951         -4.73031905415         -7.37401314283                  0.127         0.127140396825          3.28395589426          0.32430796368            0.000686109           -5.31279e-05           -1.77997e-05           -0.000150851                    0.0                    0.0                    0.0          3.29233797124          3.28787299027          0.19278706571           2.4770352996          5.80012122048 
            50000000020          577.427999149          578.599455349          577.462614702        0.0024415686635         0.157660780223         0.998908343351        -0.195827954917               1.35e-05               7.31e-05                  0.437                  0.517                    0.0                    0.0                    0.0                    0.0                    0.0               4.72e-08                    0.0               5.94e-26                    0.0                   -0.0          106.460789774         -55.2581311784         0.211569491717        -0.597764328037             6.3285e-13         -1.08547918715         0.998787951057   0.001195823955521337         -22.4600329671         -32.2253920927         -5.06115286835         -4.70420625727         -7.34339409107                  0.136         0.136148627554          2.66549591373          1.42431757273            2.63088e-05           -5.04055e-05           -1.83043e-05           -0.000150829                    0.0                    0.0                    0.0          3.24820509712          3.30993942733         0.197088473193          2.47683744687          5.80022014684 
            50000000021          525.749051448          529.098482361          525.768941245       0.00070494618582      3.32655753312e-06          0.99895871189        -0.940075572613               1.34e-06               6.17e-06                  0.439                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.14e-26                    0.0                   -0.0          98.1657935647         -50.9999336368          4.87561272143         -2.92978594289             6.3615e-14         -1.08619777985         0.999866324162  0.0001320909229158468         -22.6026617734         -32.1528309949         -4.97148923074         -4.57867999068         -7.20309143075                  0.111         0.111115703461          3.26834198229         0.624975649075            0.000121665           -5.08843e-05           -2.16358e-05           -0.000150833                    0.0                    0.0                    0.0          3.25455520354          3.30676437412         0.196463699174           2.4768734195          5.80020216053 
            50000000022          580.016968261          580.562306718          580.039785531        0.0217393559921        0.0782431891199         0.999015698611         0.119366320519                0.00105                0.00564                  0.434                  0.514               3.45e-07               5.26e-08               1.39e-08                    0.0                    0.0                3.7e-06                    0.0               5.96e-26                    0.0                   -0.0          115.659355995           -60.00804721         0.078608096423         -0.53128363039              4.972e-11         -1.03678520166         0.909451667908    0.09353684972693382         -22.4609724495         -32.2219833795         -5.05845941954         -4.70255151043         -7.34118534852                  0.137         0.137134982153          2.58067605761           1.5795201384            1.59208e-07           -4.99167e-05            -1.8148e-05           -0.000150825                    0.0                    0.0                    0.0          3.24642741643          3.31082826768         0.197263731256          2.47680147449          5.80023813303 
            50000000023          560.933961946          561.511365436          560.979138414      0.000250552758545      0.000385145715239         0.999048992965         0.272843795797                1.5e-07               7.75e-07                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.28e-26                    0.0                   -0.0          125.188095922         -64.9487143443         0.410706741238        -0.697332952798              7.061e-15         -1.08627779714         0.999986075387 1.3740510120800355e-05         -22.5040790807         -32.2053691654         -5.03270659581         -4.66858348889         -7.30610710205                   0.13           0.1301237486          3.11425817172         0.617315514131           -5.40349e-06           -5.01327e-05           -1.92283e-05           -0.000150827                    0.0                    0.0                    0.0          3.24608383495          3.31100005842         0.197297622249          2.47681946064          5.80022913995 
            50000000024          634.107092025          694.756493295            634.1407258      5.96031590729e-05      0.000295562974027         0.999142338584         0.846714912171                    0.0               4.15e-08                  0.457                  0.496                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.14e-26                    0.0                   -0.0          142.052341377         -73.7014078768           3.9552877372         -2.46962345078              3.128e-16         -1.08628673731         0.999999453227  5.364956949641409e-07         -22.3490909599          -32.279222425         -5.14827763179         -4.78185383334         -7.43158795085                  0.134         0.134115025282          2.83099627278          1.12341547325             0.00241939           -8.59993e-05           -1.67498e-05           -0.000151107                    0.0                    0.0                    0.0          3.41401495211          3.22703449983         0.181407848485          2.47933816693          5.79896978681 
            50000000025          596.444374796          620.978790349          596.463095533       0.00190554456615      2.56025436925e-05         0.999175553411         0.772330003424               7.59e-06               4.36e-05                  0.446                  0.508                    0.0                    0.0                    0.0                    0.0                    0.0               2.82e-08                    0.0               5.67e-26                    0.0                   -0.0          146.585764567         -76.0870717798          3.29086054586         -2.13740985511              3.613e-13         -1.08583961631          0.99932938737  0.0006607912335513566         -22.4246200868         -32.2447057715         -5.08792271997         -4.73216296476         -7.37633977074                  0.125         0.125103140858          3.37577354447         0.172979540727             0.00103279           -5.78805e-05           -1.78495e-05           -0.000150888                    0.0                    0.0                    0.0          3.31613171686          3.27597611746         0.190507091682          2.47736806975           5.7999548354 
            50000000026           556.47808283          561.579453693          556.520520543         0.002390996033      6.07067189979e-05         0.999219597756         0.107952996919               1.38e-05               7.02e-05                  0.439                  0.516                    0.0                    0.0                    0.0                    0.0                    0.0               4.53e-08                    0.0                6.4e-26                    0.0                   -0.0          118.937210324         -61.7075438831        0.0642943888636         -0.52412677661             6.5335e-13         -1.08542200162         0.998702026941  0.0012819020285931512         -22.5186264402         -32.1995734975         -5.02441447047          -4.6565325868         -7.29349893895                  0.121         0.121094502421          3.48996544763       0.00973027724746            0.000202232           -5.35296e-05           -1.96342e-05           -0.000150854                    0.0                    0.0                    0.0          3.26017226596          3.30395584291         0.195912698855          2.47706228013          5.80010773021 
            50000000027          528.661012043          529.357943783          528.671716505      0.000492659768909      5.33053824482e-05         0.999255017787       -0.0411956441382               6.51e-07               3.02e-06                  0.438                  0.519                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.05e-26                    0.0                   -0.0          118.026412929          -61.241265907       0.00936281110429        -0.496660987731              3.073e-14         -1.08624416767         0.999935754255  6.347573395235459e-05         -22.5936574299         -32.1592838799         -4.97703923135         -4.58858721861         -7.21373710051                  0.116         0.116086482364          3.48310809263         0.107916590361           -6.06225e-06           -4.98352e-05            -2.1337e-05           -0.000150825                    0.0                    0.0                    0.0          3.24600836452          3.31103779363         0.197305067458          2.47680147449          5.80023813303 
            50000000028          588.519243809          601.843098908          588.536376671      0.000645264010168      1.93674471696e-05         0.999339286956          1.39180404011                  9e-07               5.05e-06                  0.442                  0.512                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.77e-26                    0.0                   -0.0          208.078772995          -108.51585304          10.6870994644          -5.8355293144              4.255e-14         -1.08623361253         0.999919939256  7.890631277143295e-05         -22.4379290585         -32.2379710759          -5.0786622643         -4.72137975312         -7.36306049758                  0.127         0.127083966034          3.28677580446         0.319556032878            0.000559009           -5.37662e-05           -1.80074e-05           -0.000150856                    0.0                    0.0                    0.0          3.28391574229          3.29208410475         0.193600625909          2.47708026723          5.80009873666 
            50000000029          605.540527671          614.477745247          605.555397805       0.00109947220525       0.00119350171832         0.999301283939         0.560798386126               2.48e-06               1.47e-05                  0.439                  0.513                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.44e-26                    0.0                   -0.0          130.079524333         -67.4765062995          1.73507070019         -1.35951493227             1.1675e-13         -1.08614445951         0.999786429153  0.0002101880567719749         -22.3968157405         -32.2585154009         -5.11041111897         -4.75128854138         -7.39873455346                  0.138         0.138096490236          2.49532875738          1.73624087191             0.00036205           -5.20683e-05           -1.70443e-05           -0.000150842                    0.0                    0.0                    0.0          3.27061685357           3.2987335491         0.194892252037          2.47695435889          5.80016169083 
            50000000030          554.411174852          558.355782614          554.441829584      4.33483009854e-06       0.00690663478358          0.99936122335       -0.0702687819794                    0.0                    0.0                  0.439                  0.517                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.44e-26                    0.0                   -0.0          112.829737433         -58.5474480868        0.0272413431578        -0.505600253757             2.1635e-18         -1.08628709974         0.999999995683    4.2614721554327e-09          -22.524440042         -32.1971815059         -5.02109777991         -4.65164368401         -7.28840244885                  0.122         0.122077980563          3.47082693466        0.0318297572511                0.00015           -5.18421e-05           -1.97255e-05            -0.00015084                    0.0                    0.0                    0.0          3.25653256641          3.30577569268          0.19626955515          2.47693637224          5.80017068415 
            50000000031          545.836744436          546.080492211          545.870944137         0.068795035095        0.0264791315821         0.999383945524         -0.70046595207                  0.011                 0.0509                   0.41                  0.486               3.68e-06               5.57e-07               1.49e-07                    0.0                    0.0               3.47e-05               3.38e-08               7.21e-26                    0.0                   -0.0            100.8187214         -52.3688367893          2.70693436778         -1.84544676607             5.6215e-10          -1.3035733468         0.318393104051     1.1248061174615835         -22.5929189807         -32.1080224804         -4.94859289681         -4.56651060291         -7.18255214522                  0.117         0.117072122805            3.499438457        0.0583464053206           -2.44369e-05            -4.9832e-05           -2.01554e-05           -0.000150825                    0.0                    0.0                    0.0           3.2447966072          3.31164367229         0.197424646609          2.47680147449          5.80023813303 
            50000000032          564.421615641          571.551808996          564.437310406       0.00124973391925        0.0137025574279         0.999404710167        -0.968026856725               3.68e-06               1.91e-05                   0.44                  0.515                    0.0                    0.0                    0.0                    0.0                    0.0               1.23e-08                    0.0               6.24e-26                    0.0                   -0.0          96.3168836135         -50.0519327392            5.169856382         -3.07690777318              1.735e-13          -1.0860599544         0.999659862959  0.0003356388556413644         -22.4983127838         -32.2077980969         -5.03611010178         -4.67337521134         -7.31116409287                  0.123         0.123073264263          3.44538247311        0.0664790864085             0.00029604           -5.16938e-05           -1.92037e-05           -0.000150839                    0.0                    0.0                    0.0           3.2661929744          3.30094548869         0.195323819049          2.47692737895           5.8001751808 
            50000000033          560.648318656          561.380653197          560.662434118      0.000139119334013      0.000581150321817         0.999386329949          -0.4178507551               4.64e-08               2.39e-07                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.29e-26                    0.0                   -0.0          103.401786858         -53.6856473759         0.963265593916        -0.973612379136             2.1795e-15         -1.08628422784         0.999995698301  4.244861655443798e-06         -22.5056668068          -32.204945596         -5.03191423529         -4.66736455393         -7.30485207913                   0.13         0.130079826093           3.1170354516         0.612436156595             4.4511e-06           -4.98849e-05           -1.92521e-05           -0.000150825                    0.0                    0.0                    0.0          3.24670705414          3.31068844882         0.197236151995          2.47680147449          5.80023813303 
            50000000034          588.870301121          591.605358753          588.889041303        0.0272992461691         0.031667586282         0.999391125962         0.306211348613                0.00159                0.00879                  0.433                  0.511               5.22e-07               7.99e-08               2.11e-08                    0.0                    0.0               5.78e-06                    0.0               5.82e-26                    0.0                   -0.0          121.790705536         -63.1833708598         0.517304468809        -0.750631816583              7.607e-11         -1.02073273073         0.866624389658    0.14098947749706062         -22.4427121142         -32.2307600794         -5.07188680918         -4.71616115604         -7.35607334486                  0.137         0.137083466564          2.58517578791          1.57127213111            9.81038e-05           -5.06113e-05           -1.77353e-05           -0.000150831                    0.0                    0.0                    0.0           3.2529683249          3.30755781344         0.196619643055          2.47685543315           5.8002111537 
            50000000035          637.814926622          754.587143049          637.838500732      6.81918555313e-06      0.000590480969822         0.999468395032          1.40629267488                    0.0                    0.0                  0.474                  0.481                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.24e-26                    0.0                   -0.0          192.429361432         -100.180430971          10.9107623132         -5.94736073878              4.047e-18         -1.08628709793         0.999999992964  6.901186972596605e-09         -22.3578896288         -32.2778009536         -5.14323594519          -4.7766753796         -7.42637873371                  0.132         0.132070209179          2.98349127289         0.849153793955             0.00459541           -9.85996e-05           -1.74712e-05           -0.000151206                    0.0                    0.0                    0.0          3.56957298847          3.14925548166         0.167832890465           2.4802290158          5.79852436237 
            50000000036          581.333887747          582.908372626          581.348104997      2.87462863454e-06      0.000789061706561         0.999428391414         0.225812743737                    0.0                    0.0                  0.437                  0.517                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.86e-26                    0.0                   -0.0          119.107909747         -61.7901619955         0.281319969127        -0.632639566742             8.6545e-19         -1.08628710153         0.999999998352 1.6250944360985964e-09         -22.4506108616         -32.2310106805         -5.06872872258         -4.71167109632         -7.35155203528                  0.137         0.137078355165          2.58562184085          1.57045460015            4.66943e-05           -5.00995e-05           -1.81037e-05           -0.000150827                    0.0                    0.0                    0.0          3.24951757878           3.3092831865         0.196959178118          2.47681946064          5.80022913995 
            50000000037          600.291384529          639.233449838          600.325501245      5.37470980738e-05      1.36975355903e-06         0.999437440365         0.664493816815                    0.0               3.44e-08                  0.451                  0.503                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.65e-26                    0.0                   -0.0          138.807278067         -72.0242523554          2.43604638791         -1.71000277613              2.838e-16         -1.08628675266         0.999999476248  5.156927340415815e-07         -22.4209859331         -32.2469869664         -5.09073191049         -4.73526912281         -7.38021714078                  0.123         0.123069233783           3.4454974345        0.0663146619425             0.00163518           -7.33465e-05           -1.79932e-05           -0.000151009                    0.0                    0.0                    0.0          3.35867471554          3.25470461812         0.186497516234          2.47845647413          5.79941063321 
            50000000038          567.800771991          594.747890109          567.818399696      5.39203819627e-06      3.65138393307e-05         0.999461202872        -0.020274439952                    0.0                    0.0                  0.448                  0.507                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.25e-26                    0.0                   -0.0          113.002130597         -58.6348110728       0.00226778249408        -0.493113473425             3.1915e-18         -1.08628709847         0.999999993778  6.137257616843539e-09         -22.4970517195         -32.2087342349         -5.03708974812         -4.67459276729          -7.3124952356                  0.113         0.113060916897          3.38052156185         0.365907031755             0.00118587           -5.81607e-05           -1.95239e-05            -0.00015089                    0.0                    0.0                    0.0          3.32649309379          3.27079542899         0.189522685941          2.47738605796           5.7999458413 
