               point_id                    MH0                    MA0                   MHch                   lamL                   lam2                    rat                 s_jbar                 con_tt                 con_hh                 con_zz                 con_ww                 con_bb               con_tata                 con_cc                 con_ss               con_mumu                 con_gg                 con_aa                 sigmav                 br_inv                  br_ll               gce_chi2                 gce_ll              jbar_chi2                jbar_ll                sigmaSI                 lux_ll                 lux_pv                r_xenon              ll_dSph16           ll_dSph16all     ll_dSph_tucana_III      ll_dSph_tucana_IV   ll_dSph_reticulum_II                omegah2             omegah2tot                  dm_ll                dm_chi2                delta_S                delta_T                delta_U              delta_rho           ll_unitarity      ll_perturbativity        ll_vevstability                chi2_ST                  ll_ST                  pv_ST               chi2_rho                 ll_rho 
            30000000001          560.369524727          561.527024226          560.403011244      1.80514537233e-06      2.29867609404e-05         0.932471448989       -0.0104302454648                    0.0                    0.0                  0.437                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               6.29e-26                    0.0                   -0.0          109.569102128         -56.8626819193      0.000600195485045        -0.492279679921             3.6725e-19         -1.08628710218         0.999999999323  6.677113651160403e-10          -22.426614265         -32.2262446189         -5.07545677805         -4.72417357587         -7.36436984893                  0.129         0.138342037324          2.47312761509          1.77709014737             2.2093e-05           -5.03749e-05           -1.92798e-05           -0.000150829                    0.0                    0.0                    0.0          3.24792362776          3.31008016201         0.197116212328          2.47683744687          5.80022014684 
            30000000002          500.904467238          505.885732719          501.165098742      0.000805713291548      4.07406129091e-05         0.705983545077         0.852082738349               1.92e-06               8.12e-06                   0.44                  0.518                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.86e-26                    0.0                   -0.0          134.385581691         -69.7532331373          4.00559651438         -2.49477783937             9.1535e-14         -1.08619184368         0.999857453903 0.00014091070189715076         -22.2921856392         -32.2394513402         -5.14757001582         -4.79969568518         -7.44310821528                 0.0985         0.139521665465          2.36426814734          1.97782758848            0.000178452           -7.16262e-05           -2.37015e-05           -0.000150995                    0.0                    0.0                    0.0          3.26055158774          3.30376618202         0.195875545403          2.47833053082          5.79947360487 
            30000000003          492.285847922          492.557578733          492.311490206       0.00166076533008      3.35184115384e-06         0.734231467291         -1.18965131635               8.45e-06               3.47e-05                  0.438                   0.52                    0.0                    0.0                    0.0                    0.0                    0.0               2.22e-08                    0.0                8.1e-26                    0.0                   -0.0          93.3253104727         -48.5291365094          7.80805825122         -4.39600870779              4.026e-13          -1.0858444569         0.999336931008  0.0006553877404152709          -22.355536924         -32.1931874883         -5.08347556012         -4.75417500417         -7.39240370931                  0.102         0.138920768918          2.42016965353          1.87465684482           -4.27089e-05           -4.98167e-05           -2.42002e-05           -0.000150825                    0.0                    0.0                    0.0          3.24359077546          3.31224658816         0.197543712952          2.47680147449          5.80023813303 
            30000000004           528.95294073          610.519948167          528.985732328      -0.00119882572099       3.2987205808e-05          0.67172068758         -1.31446587291               3.63e-06               1.69e-05                  0.471                  0.488                    0.0                    0.0                    0.0                    0.0                    0.0               1.08e-08                    0.0               7.48e-26                    0.0                   -0.0          92.2534108046         -47.9826643572          9.53240083381         -5.25817999908              1.818e-13          -1.0861165318         0.999744664311 0.00025229686483503404         -22.2150306621         -32.2583463205         -5.20062321634          -4.8426924421         -7.49103540188                 0.0932         0.138748145953          2.43605764012          1.84536761723             0.00385342           -9.72416e-05           -2.38594e-05           -0.000151195                    0.0                    0.0                    0.0          3.51612376198           3.1759800949         0.172378630579          2.48013002469          5.79857385793 
            30000000005          578.112148938          580.173220008          578.152576294     -2.31227895641e-06      3.29491480119e-06         0.980490916986          1.33914285889                    0.0                    0.0                  0.437                  0.517                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               5.93e-26                    0.0                   -0.0          201.967840585         -105.281394902          9.89367147322         -5.43881531879              5.662e-19         -1.08628710192         0.999999998936 1.0489023537346806e-09         -22.4380228687         -32.2328819471         -5.07539808947         -4.71946098892         -7.36008371778                  0.135         0.137686130143          2.53206694402          1.66871643854             6.5436e-05           -5.11598e-05           -1.82909e-05           -0.000150835                    0.0                    0.0                    0.0          3.25086930924          3.30860732127         0.196826105233          2.47689140592          5.80019316732 
            30000000006          432.383342385          468.150287445          432.725394803      3.02224232352e-06      9.09051763259e-06         0.460998811499          1.24107246679                    0.0                    0.0                  0.458                  0.504                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               1.08e-25                    0.0                   -0.0          128.449416403         -66.9417135885           8.4976325475         -4.74079585593              1.727e-18         -1.08628710127         0.999999997972 2.0106662999773105e-09           -22.15060558         -32.1503494659         -5.15150564758         -4.84823823835         -7.48034876921                 0.0645         0.139913592814          2.32731868308          2.04611623562             0.00198103           -0.000265468           -3.38158e-05            -0.00015251                    0.0                    0.0                    0.0           3.4036703851          3.23220678334         0.182348572055             2.49197796          5.79264989028 
            30000000007          407.805307662          408.331712611          408.043551516     -1.53472431639e-05         0.033731031745          0.67000815393        -0.734888476763                    0.0                    0.0                   0.44                  0.523                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               1.17e-25                    0.0                   -0.0          96.6502932134         -50.2886493879          2.97952161857         -1.98174039146             5.0065e-17         -1.08628704211          0.99999990952  8.992238516903341e-08         -22.4991497689         -31.7032622566         -4.74322592229         -4.46088656546         -7.00447420834                 0.0703         0.104924096203          2.61956008933          2.03720910799           -0.000103724           -5.09275e-05           -3.40644e-05           -0.000150833                    0.0                    0.0                    0.0          3.23969243221          3.31419575978         0.197929135056           2.4768734195          5.80020216053 
            30000000008          415.510812866          417.837999858          415.861920422     -5.99703089811e-05      0.000596210935865          0.50615143222           1.4071676643               1.49e-08               4.68e-08                  0.441                  0.522                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               1.13e-25                    0.0                   -0.0          158.222955154         -82.8216855396          10.9243437984         -5.95415148138             7.3635e-16         -1.08628644243         0.999999012867  9.802323570285881e-07         -22.2503558924         -32.0461141773         -5.02128128811         -4.77447699681         -7.38830975905                 0.0705         0.139286378566          2.38626612549          1.93720724432            1.02345e-08           -6.20666e-05           -3.30704e-05            -0.00015092                    0.0                    0.0                    0.0          3.24772597869          3.31017898654         0.197135693208          2.47765588898          5.79981092579 
            30000000009          426.614177221          426.659990616          426.663048323     -0.000395022935975        0.0198869018884         0.561912557081         0.397515642844               6.18e-07               2.03e-06                  0.439                  0.522                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               1.07e-25                    0.0                   -0.0          109.597222043         -57.0351227467         0.871790460895        -0.927874812626              3.031e-14         -1.08625770559         0.999956037912  4.360597507495093e-05         -22.3006456074         -32.0270678259          -4.9879083552         -4.73851386332         -7.34514001234                 0.0777         0.138277742722           2.4789564283          1.76636223905           -9.56393e-05           -4.97016e-05           -3.13605e-05           -0.000150824                    0.0                    0.0                    0.0          3.24009270007          3.31399562585         0.197889526684          2.47679248144          5.80024262956 
            30000000010          530.008732936          633.626992223          530.167212994      1.22269059278e-06      1.15172479644e-05         0.671138640701          0.72177181822                    0.0                    0.0                  0.478                  0.481                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0                    0.0               7.56e-26                    0.0                   -0.0          119.418047394         -61.9655640635          2.87411080597         -1.92903498516             1.8835e-19         -1.08628710245         0.999999999736 2.6064040759037884e-10         -22.2181547793         -32.2577204987         -5.19847985697         -4.84108586241         -7.48920794518                  0.092         0.137080469549          2.58543733534          1.57079276213              0.0048603           -0.000340883           -2.52278e-05             -0.0001531                    0.0                    0.0                    0.0          3.61675497987          3.12566448595         0.163919882816          2.49730293878          5.78998740089 
